server_id,hostname,operating_system,environment,server_type,location,owner_team,created_date,compliance_id,splunk_status,qualys_status,crowdstrike_status,firewall_status,patch_status,password_policy,compliance_score,compliance_status,performance_id,cpu_usage,memory_usage,disk_usage,uptime_days,vulnerability_id,critical_count,high_count,medium_count,low_count,risk_level,last_scan_date,incident_id,incident_category,priority,status,assigned_team,resolution_hours,incident_date,total_vulnerabilities,vulnerability_risk_score,compliance_failure_count,performance_risk_count,incident_severity_score,resolution_delay_risk,server_risk_score
2286,FILE328,Windows Server 2022,UAT,File Server,Hyderabad,Windows Team,2026-07-25,2286,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2286,14,46,73,596,2286,0,3,7,7,Low,2026-07-25,2286,Patch Failure,P3,Resolved,Windows Team,11,2025-07-26,17,30,0,0,2,0,40
2287,APP307,Ubuntu 22.04,Development,Application Server,Bangalore,Infrastructure Team,2026-07-25,2287,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2287,55,58,62,23,2287,0,4,4,6,Low,2026-07-25,2287,Application Not Responding,P2,In Progress,Infrastructure Team,5,2026-01-19,14,26,0,0,3,0,41
2288,MAIL341,Ubuntu 22.04,Development,Mail Server,Bangalore,Messaging Team,2026-07-25,2288,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,2288,33,66,44,96,2288,2,3,3,5,Low,2026-07-25,2288,Patch Failure,P4,Open,Messaging Team,56,2026-07-11,13,28,1,0,1,1,48
2289,FILE329,RHEL 8,Testing,File Server,Bangalore,Windows Team,2026-07-25,2289,Running,Stopped,Running,Enabled,Updated,Compliant,80,Warning,2289,14,29,92,451,2289,0,0,8,6,Medium,2026-07-25,2289,Qualys Agent Missing,P4,Closed,Windows Team,72,2026-06-07,14,22,1,1,1,1,47
2290,API334,RHEL 9,Testing,API Server,Mumbai,Infrastructure Team,2026-07-25,2290,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2290,70,62,39,609,2290,1,4,9,13,Medium,2026-07-25,2290,Firewall Disabled,P4,Resolved,Infrastructure Team,19,2026-03-27,27,47,0,1,1,0,57
2291,AUTH331,Windows Server 2022,Testing,Authentication Server,Hyderabad,Security Team,2026-07-25,2291,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2291,31,57,32,629,2291,2,3,8,10,Medium,2026-07-25,2291,CPU Utilization High,P3,Resolved,Security Team,6,2026-05-02,23,43,0,1,2,0,58
2292,FILE330,RHEL 9,Production,File Server,Bangalore,Windows Team,2026-07-25,2292,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2292,28,42,93,485,2292,0,2,3,14,Low,2026-07-25,2292,Qualys Agent Missing,P4,Resolved,Windows Team,49,2026-07-22,19,26,0,1,1,1,41
2293,WEB325,Ubuntu 22.04,Development,Web Server,Bangalore,Linux Team,2026-07-25,2293,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant,2293,30,38,45,168,2293,0,6,13,12,High,2026-07-25,2293,CrowdStrike Offline,P4,Resolved,Linux Team,48,2025-11-06,31,56,1,0,1,1,76
2294,DB326,RHEL 9,Testing,Database Server,Hyderabad,Database Team,2026-07-25,2294,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2294,73,95,86,272,2294,4,10,6,13,Critical,2026-07-25,2294,CrowdStrike Offline,P4,Resolved,Database Team,45,2026-05-29,33,71,0,2,1,1,91
2295,MAIL342,Ubuntu 22.04,Development,Mail Server,Mumbai,Messaging Team,2026-07-25,2295,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2295,31,58,38,583,2295,2,3,3,7,Low,2026-07-25,2295,Memory Utilization High,P4,Resolved,Messaging Team,27,2025-11-07,15,30,0,0,1,1,40
2296,APP308,Windows Server 2019,Testing,Application Server,Pune,Infrastructure Team,2026-07-25,2296,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,2296,50,71,58,626,2296,1,2,11,17,Medium,2026-07-25,2296,Firewall Disabled,P3,Open,Infrastructure Team,21,2025-10-13,31,49,1,1,2,0,74
2297,AUTH332,Windows Server 2019,Development,Authentication Server,Hyderabad,Security Team,2026-07-25,2297,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2297,40,47,43,12,2297,1,2,4,8,Low,2026-07-25,2297,Patch Failure,P3,Open,Security Team,17,2026-02-02,15,26,0,0,2,0,36
2298,AUTH333,Windows Server 2019,Testing,Authentication Server,Chennai,Security Team,2026-07-25,2298,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2298,50,41,50,619,2298,1,1,8,7,Medium,2026-07-25,2298,Application Not Responding,P4,Resolved,Security Team,62,2026-06-10,17,30,0,1,1,1,45
2299,MAIL343,Windows Server 2019,Testing,Mail Server,Pune,Messaging Team,2026-07-25,2299,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2299,35,54,64,236,2299,0,3,3,5,Low,2026-07-25,2299,Memory Utilization High,P3,Closed,Messaging Team,16,2026-06-15,11,20,0,0,2,0,30
2300,WEB326,RHEL 8,UAT,Web Server,Bangalore,Linux Team,2026-07-25,2300,Running,Running,Running,Disabled,Updated,Compliant,85,Warning,2300,32,46,46,292,2300,2,2,10,19,Medium,2026-07-25,2300,Server Down,P2,Resolved,Linux Team,4,2025-12-27,33,53,1,0,3,0,78
2301,APP309,Windows Server 2022,Development,Application Server,Chennai,Infrastructure Team,2026-07-25,2301,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2301,74,67,73,8,2301,0,4,11,16,Medium,2026-07-25,2301,Memory Utilization High,P3,Closed,Infrastructure Team,23,2026-03-02,31,50,0,0,2,0,60
2302,AUTH334,Windows Server 2019,UAT,Authentication Server,Hyderabad,Security Team,2026-07-25,2302,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2302,36,61,55,149,2302,2,4,2,11,Low,2026-07-25,2302,Application Not Responding,P2,Resolved,Security Team,4,2026-04-15,19,35,0,0,3,0,50
2303,API335,RHEL 9,UAT,API Server,Bangalore,Infrastructure Team,2026-07-25,2303,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,2303,64,40,49,661,2303,0,5,4,11,High,2026-07-25,2303,Splunk Agent Down,P2,Resolved,Infrastructure Team,8,2026-03-24,20,34,1,1,3,0,64
2304,APP310,RHEL 8,Production,Application Server,Bangalore,Infrastructure Team,2026-07-25,2304,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2304,41,76,52,51,2304,2,2,3,14,Low,2026-07-25,2304,CrowdStrike Offline,P4,Resolved,Infrastructure Team,29,2025-09-30,21,34,0,0,1,1,44
2305,DB327,Windows Server 2019,Testing,Database Server,Hyderabad,Database Team,2026-07-25,2305,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2305,81,70,74,637,2305,0,4,7,19,Low,2026-07-25,2305,CPU Utilization High,P3,Resolved,Database Team,24,2026-02-03,30,45,0,2,2,0,65
2306,MAIL344,RHEL 8,Testing,Mail Server,Mumbai,Messaging Team,2026-07-25,2306,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2306,38,70,33,383,2306,0,2,2,10,Low,2026-07-25,2306,Server Down,P4,Resolved,Messaging Team,30,2025-10-16,14,20,0,0,1,1,30
2307,AUTH335,Windows Server 2019,Testing,Authentication Server,Hyderabad,Security Team,2026-07-25,2307,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2307,58,46,51,118,2307,1,4,6,7,Low,2026-07-25,2307,Application Not Responding,P2,Resolved,Security Team,8,2025-11-23,18,35,0,0,3,0,50
2308,FILE331,Windows Server 2022,UAT,File Server,Chennai,Windows Team,2026-07-25,2308,Running,Stopped,Running,Enabled,Updated,Compliant,80,Warning,2308,18,28,70,210,2308,1,1,8,10,Medium,2026-07-25,2308,Patch Failure,P4,Closed,Windows Team,18,2026-03-27,20,33,1,0,1,0,48
2309,AUTH336,Windows Server 2022,UAT,Authentication Server,Chennai,Security Team,2026-07-25,2309,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,2309,41,41,33,713,2309,2,1,6,8,Low,2026-07-25,2309,Qualys Agent Missing,P3,In Progress,Security Team,6,2026-02-10,17,31,1,1,2,0,56
2310,AUTH337,RHEL 9,Production,Authentication Server,Bangalore,Security Team,2026-07-25,2310,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2310,32,60,29,299,2310,2,1,6,9,Low,2026-07-25,2310,CPU Utilization High,P2,In Progress,Security Team,4,2025-11-27,18,32,0,0,3,0,47
2311,FILE332,RHEL 8,Production,File Server,Bangalore,Windows Team,2026-07-25,2311,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2311,28,28,70,619,2311,1,3,7,9,Low,2026-07-25,2311,Application Not Responding,P3,Closed,Windows Team,6,2026-05-05,20,36,0,1,2,0,51
2312,DB328,Ubuntu 22.04,Testing,Database Server,Chennai,Database Team,2026-07-25,2312,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2312,90,70,78,247,2312,4,10,18,18,Critical,2026-07-25,2312,Firewall Disabled,P3,Closed,Database Team,18,2026-07-14,50,100,0,1,2,0,115
2313,DB329,Windows Server 2019,UAT,Database Server,Chennai,Database Team,2026-07-25,2313,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2313,90,92,82,402,2313,2,2,7,13,Low,2026-07-25,2313,CrowdStrike Offline,P3,Closed,Database Team,23,2025-12-06,24,41,0,2,2,0,61
2314,MAIL345,Ubuntu 22.04,Production,Mail Server,Pune,Messaging Team,2026-07-25,2314,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2314,29,65,30,469,2314,1,4,4,13,Low,2026-07-25,2314,Firewall Disabled,P3,Closed,Messaging Team,4,2026-04-29,22,37,0,0,2,0,47
2315,MAIL346,RHEL 9,Testing,Mail Server,Mumbai,Messaging Team,2026-07-25,2315,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2315,43,48,30,176,2315,0,3,10,13,Medium,2026-07-25,2315,Server Down,P4,Closed,Messaging Team,30,2026-03-18,26,42,0,0,1,1,52
2316,DB330,Ubuntu 22.04,Development,Database Server,Pune,Database Team,2026-07-25,2316,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2316,80,95,67,240,2316,1,5,15,18,High,2026-07-25,2316,CrowdStrike Offline,P3,In Progress,Database Team,8,2026-06-02,39,67,0,1,2,0,82
2317,AUTH338,Windows Server 2022,Development,Authentication Server,Mumbai,Security Team,2026-07-25,2317,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2317,52,61,44,119,2317,1,3,3,12,Low,2026-07-25,2317,Application Not Responding,P2,Closed,Security Team,6,2026-06-19,19,31,0,0,3,0,46
2318,API336,RHEL 9,Testing,API Server,Mumbai,Infrastructure Team,2026-07-25,2318,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2318,49,44,41,85,2318,0,1,10,10,Medium,2026-07-25,2318,CPU Utilization High,P2,Resolved,Infrastructure Team,5,2025-11-05,21,33,0,0,3,0,48
2319,DB331,Windows Server 2019,Development,Database Server,Pune,Database Team,2026-07-25,2319,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2319,79,88,78,305,2319,3,7,20,16,Critical,2026-07-25,2319,Application Not Responding,P4,Closed,Database Team,64,2026-05-25,46,89,0,1,1,1,104
2320,MAIL347,Ubuntu 22.04,Testing,Mail Server,Hyderabad,Messaging Team,2026-07-25,2320,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2320,42,69,61,529,2320,0,4,8,9,Medium,2026-07-25,2320,Patch Failure,P2,Resolved,Messaging Team,5,2025-12-26,21,37,0,0,3,0,52
2321,WEB327,RHEL 9,Development,Web Server,Pune,Linux Team,2026-07-25,2321,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,2321,21,65,33,644,2321,1,2,11,19,Medium,2026-07-25,2321,Qualys Agent Missing,P4,Open,Linux Team,27,2025-10-11,33,51,1,1,1,1,76
2322,APP311,Windows Server 2022,Production,Application Server,Chennai,Infrastructure Team,2026-07-25,2322,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2322,74,67,63,728,2322,2,4,5,14,Low,2026-07-25,2322,Disk Space Full,P3,Open,Infrastructure Team,8,2025-11-07,25,44,0,1,2,0,59
2323,MAIL348,Windows Server 2022,Production,Mail Server,Bangalore,Messaging Team,2026-07-25,2323,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2323,51,62,55,675,2323,2,2,2,9,Low,2026-07-25,2323,CrowdStrike Offline,P4,Closed,Messaging Team,36,2025-12-16,15,27,0,1,1,1,42
2324,AUTH339,Windows Server 2022,Development,Authentication Server,Bangalore,Security Team,2026-07-25,2324,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2324,38,66,43,409,2324,0,4,6,4,Low,2026-07-25,2324,Server Down,P3,Open,Security Team,7,2026-01-04,14,28,0,0,2,0,38
2325,API337,Windows Server 2022,Development,API Server,Bangalore,Infrastructure Team,2026-07-25,2325,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2325,58,61,59,189,2325,0,3,5,11,Low,2026-07-25,2325,CrowdStrike Offline,P2,Closed,Infrastructure Team,2,2026-06-02,19,30,0,0,3,0,45
2326,DB332,Ubuntu 22.04,Testing,Database Server,Mumbai,Database Team,2026-07-25,2326,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2326,63,76,91,636,2326,2,5,18,15,High,2026-07-25,2326,Disk Space Full,P3,In Progress,Database Team,11,2026-03-24,40,74,0,2,2,0,94
2327,DB333,Windows Server 2022,UAT,Database Server,Bangalore,Database Team,2026-07-25,2327,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2327,77,87,86,456,2327,2,8,14,19,High,2026-07-25,2327,Memory Utilization High,P4,In Progress,Database Team,25,2026-06-11,43,79,0,2,1,1,99
2328,AUTH340,RHEL 9,Production,Authentication Server,Mumbai,Security Team,2026-07-25,2328,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2328,46,52,55,198,2328,2,2,6,4,Low,2026-07-25,2328,Application Not Responding,P4,Resolved,Security Team,62,2026-05-26,14,30,0,0,1,1,40
2329,AUTH341,Ubuntu 22.04,Testing,Authentication Server,Chennai,Security Team,2026-07-25,2329,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant,2329,34,53,31,314,2329,1,1,2,8,Low,2026-07-25,2329,Disk Space Full,P1,Closed,Security Team,3,2026-01-07,12,19,1,0,4,0,49
2330,AUTH342,RHEL 9,Testing,Authentication Server,Pune,Security Team,2026-07-25,2330,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2330,33,63,53,47,2330,0,3,3,9,Low,2026-07-25,2330,Disk Space Full,P3,Closed,Security Team,8,2026-05-03,15,24,0,0,2,0,34
2331,FILE333,RHEL 8,Production,File Server,Bangalore,Windows Team,2026-07-25,2331,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant,2331,28,22,80,6,2331,0,0,3,10,Low,2026-07-25,2331,Application Not Responding,P4,Closed,Windows Team,46,2026-07-19,13,16,1,0,1,1,36
2332,APP312,RHEL 8,Development,Application Server,Mumbai,Infrastructure Team,2026-07-25,2332,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2332,50,78,44,397,2332,2,4,6,14,Low,2026-07-25,2332,Server Down,P2,Closed,Infrastructure Team,5,2025-08-28,26,46,0,0,3,0,61
2333,APP313,Ubuntu 22.04,UAT,Application Server,Pune,Infrastructure Team,2026-07-25,2333,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,2333,57,59,47,588,2333,0,5,4,16,High,2026-07-25,2333,CrowdStrike Offline,P3,Closed,Infrastructure Team,24,2026-01-20,25,39,1,0,2,0,59
2334,APP314,RHEL 9,Production,Application Server,Bangalore,Infrastructure Team,2026-07-25,2334,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2334,61,64,42,670,2334,2,3,4,13,Low,2026-07-25,2334,Splunk Agent Down,P1,Open,Infrastructure Team,3,2026-05-15,22,38,0,1,4,0,63
2335,WEB328,Windows Server 2019,Development,Web Server,Chennai,Linux Team,2026-07-25,2335,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2335,52,42,39,225,2335,0,6,7,16,High,2026-07-25,2335,Disk Space Full,P3,Closed,Linux Team,9,2026-04-20,29,48,0,0,2,0,58
2336,FILE334,Windows Server 2022,Production,File Server,Hyderabad,Windows Team,2026-07-25,2336,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2336,17,22,83,300,2336,0,2,7,6,Low,2026-07-25,2336,CrowdStrike Offline,P4,Resolved,Windows Team,16,2025-10-18,15,26,0,0,1,0,31
2337,APP315,Ubuntu 22.04,Development,Application Server,Bangalore,Infrastructure Team,2026-07-25,2337,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2337,64,80,41,271,2337,0,4,9,18,Medium,2026-07-25,2337,Firewall Disabled,P4,Resolved,Infrastructure Team,39,2026-01-27,31,48,0,0,1,1,58
2338,AUTH343,Windows Server 2019,Development,Authentication Server,Chennai,Security Team,2026-07-25,2338,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2338,51,60,53,379,2338,2,4,3,12,Low,2026-07-25,2338,Splunk Agent Down,P3,In Progress,Security Team,6,2025-10-04,21,38,0,0,2,0,48
2339,DB334,Windows Server 2019,Testing,Database Server,Pune,Database Team,2026-07-25,2339,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2339,74,89,72,13,2339,5,10,7,29,Critical,2026-07-25,2339,Application Not Responding,P3,Closed,Database Team,22,2026-01-11,51,93,0,1,2,0,108
2340,AUTH344,Windows Server 2019,Development,Authentication Server,Hyderabad,Security Team,2026-07-25,2340,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2340,49,62,45,266,2340,0,4,4,7,Low,2026-07-25,2340,Qualys Agent Missing,P4,Resolved,Security Team,67,2026-03-11,15,27,0,0,1,1,37
2341,MAIL349,Windows Server 2022,Production,Mail Server,Mumbai,Messaging Team,2026-07-25,2341,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2341,28,56,62,534,2341,0,4,9,11,Medium,2026-07-25,2341,Memory Utilization High,P4,Resolved,Messaging Team,47,2025-11-28,24,41,0,0,1,1,51
2342,DB335,RHEL 9,Production,Database Server,Bangalore,Database Team,2026-07-25,2342,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2342,84,74,94,406,2342,3,7,18,17,Critical,2026-07-25,2342,Application Not Responding,P2,In Progress,Database Team,3,2026-02-14,45,86,0,2,3,0,111
2343,WEB329,RHEL 9,UAT,Web Server,Mumbai,Linux Team,2026-07-25,2343,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2343,27,66,54,730,2343,2,3,7,8,Low,2026-07-25,2343,Firewall Disabled,P4,Resolved,Linux Team,49,2025-08-27,20,39,0,1,1,1,54
2344,MAIL350,Windows Server 2019,Development,Mail Server,Bangalore,Messaging Team,2026-07-25,2344,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2344,42,70,58,336,2344,1,3,3,6,Low,2026-07-25,2344,Memory Utilization High,P4,Closed,Messaging Team,37,2025-11-29,13,25,0,0,1,1,35
2345,WEB330,Ubuntu 22.04,Development,Web Server,Hyderabad,Linux Team,2026-07-25,2345,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2345,46,38,45,106,2345,3,3,11,16,Critical,2026-07-25,2345,Memory Utilization High,P3,Closed,Linux Team,7,2025-11-06,33,59,0,0,2,0,69
2346,AUTH345,RHEL 9,UAT,Authentication Server,Mumbai,Security Team,2026-07-25,2346,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2346,50,68,47,394,2346,1,1,2,10,Low,2026-07-25,2346,Splunk Agent Down,P4,Closed,Security Team,15,2025-11-01,14,21,0,0,1,0,26
2347,WEB331,RHEL 8,Development,Web Server,Mumbai,Linux Team,2026-07-25,2347,Stopped,Running,Stopped,Enabled,Updated,Compliant,60,Non-Compliant,2347,24,45,25,271,2347,3,3,5,16,Critical,2026-07-25,2347,CPU Utilization High,P3,Resolved,Linux Team,20,2026-03-18,27,47,2,0,2,0,77
2348,AUTH346,RHEL 9,UAT,Authentication Server,Hyderabad,Security Team,2026-07-25,2348,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2348,56,41,26,547,2348,1,2,7,5,Low,2026-07-25,2348,CPU Utilization High,P4,Closed,Security Team,54,2025-10-18,15,29,0,0,1,1,39
2349,APP316,RHEL 9,Development,Application Server,Mumbai,Infrastructure Team,2026-07-25,2349,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2349,42,61,56,722,2349,2,5,8,17,High,2026-07-25,2349,CPU Utilization High,P3,Resolved,Infrastructure Team,20,2025-08-06,32,56,0,1,2,0,71
2350,WEB332,Ubuntu 22.04,Development,Web Server,Mumbai,Linux Team,2026-07-25,2350,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2350,31,68,34,120,2350,1,6,11,18,High,2026-07-25,2350,Server Down,P4,Closed,Linux Team,53,2026-02-04,36,62,0,0,1,1,72
2351,APP317,RHEL 9,UAT,Application Server,Chennai,Infrastructure Team,2026-07-25,2351,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2351,63,56,44,229,2351,1,5,11,17,High,2026-07-25,2351,Qualys Agent Missing,P4,Closed,Infrastructure Team,59,2025-08-09,34,58,0,0,1,1,68
2352,WEB333,Windows Server 2022,Production,Web Server,Bangalore,Linux Team,2026-07-25,2352,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant,2352,26,30,25,247,2352,3,1,4,14,Critical,2026-07-25,2352,Patch Failure,P4,Resolved,Linux Team,66,2026-05-09,22,37,1,0,1,1,57
2353,DB336,RHEL 8,Testing,Database Server,Chennai,Database Team,2026-07-25,2353,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2353,87,77,76,705,2353,1,3,7,30,Low,2026-07-25,2353,Qualys Agent Missing,P2,Resolved,Database Team,2,2026-01-23,41,57,0,2,3,0,82
2354,AUTH347,Windows Server 2022,UAT,Authentication Server,Mumbai,Security Team,2026-07-25,2354,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2354,35,56,45,452,2354,1,2,3,12,Low,2026-07-25,2354,Application Not Responding,P4,Resolved,Security Team,21,2026-04-04,18,28,0,0,1,0,33
2355,MAIL351,RHEL 9,Development,Mail Server,Mumbai,Messaging Team,2026-07-25,2355,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning,2355,33,47,55,383,2355,0,2,5,10,Low,2026-07-25,2355,Server Down,P2,Closed,Messaging Team,7,2025-09-11,17,26,1,0,3,0,51
2356,AUTH348,RHEL 8,Production,Authentication Server,Hyderabad,Security Team,2026-07-25,2356,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2356,37,42,51,630,2356,1,4,6,5,Low,2026-07-25,2356,Disk Space Full,P4,Closed,Security Team,24,2026-03-10,16,33,0,1,1,0,43
2357,DB337,Windows Server 2022,Development,Database Server,Hyderabad,Database Team,2026-07-25,2357,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning,2357,69,91,70,435,2357,0,4,8,22,Medium,2026-07-25,2357,Firewall Disabled,P4,Open,Database Team,34,2025-09-06,34,50,1,1,1,1,75
2358,APP318,RHEL 9,UAT,Application Server,Bangalore,Infrastructure Team,2026-07-25,2358,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,2358,60,67,44,355,2358,2,1,5,15,Low,2026-07-25,2358,Application Not Responding,P4,In Progress,Infrastructure Team,29,2025-12-06,23,36,0,0,1,1,46
